File,Temp,Logg,Metal,Alpha
lte056.0-5.0-0.0a+0.0.BT-Settl.spec.7,5600,5,0,0
lte056.0-5.5-0.0a+0.0.BT-Settl.spec.7,5600,5.5,0,0
lte057.0-2.5-0.0a+0.0.BT-Settl.spec.7,5700,2.5,0,0
lte057.0-3.0-0.0a+0.0.BT-Settl.spec.7,5700,3,0,0
lte057.0-3.5-0.0a+0.0.BT-Settl.spec.7,5700,3.5,0,0
lte057.0-4.0-0.0a+0.0.BT-Settl.spec.7,5700,4,0,0
lte057.0-4.5-0.0a+0.0.BT-Settl.spec.7,5700,4.5,0,0
lte057.0-5.0-0.0a+0.0.BT-Settl.spec.7,5700,5,0,0
lte057.0-5.5-0.0a+0.0.BT-Settl.spec.7,5700,5.5,0,0
lte058.0-2.5-0.0a+0.0.BT-Settl.spec.7,5800,2.5,0,0
lte058.0-3.0-0.0a+0.0.BT-Settl.spec.7,5800,3,0,0
lte058.0-3.5-0.0a+0.0.BT-Settl.spec.7,5800,3.5,0,0
lte058.0-4.0-0.0a+0.0.BT-Settl.spec.7,5800,4,0,0
lte058.0-4.5-0.0a+0.0.BT-Settl.spec.7,5800,4.5,0,0
lte058.0-5.0-0.0a+0.0.BT-Settl.spec.7,5800,5,0,0
lte058.0-5.5-0.0a+0.0.BT-Settl.spec.7,5800,5.5,0,0
lte059.0-2.5-0.0a+0.0.BT-Settl.spec.7,5900,2.5,0,0
lte059.0-3.0-0.0a+0.0.BT-Settl.spec.7,5900,3,0,0
lte059.0-3.5-0.0a+0.0.BT-Settl.spec.7,5900,3.5,0,0
lte059.0-4.0-0.0a+0.0.BT-Settl.spec.7,5900,4,0,0
lte059.0-4.5-0.0a+0.0.BT-Settl.spec.7,5900,4.5,0,0
lte059.0-5.0-0.0a+0.0.BT-Settl.spec.7,5900,5,0,0
lte059.0-5.5-0.0a+0.0.BT-Settl.spec.7,5900,5.5,0,0
lte060.0-2.5-0.0a+0.0.BT-Settl.spec.7,6000,2.5,0,0
lte060.0-3.0-0.0a+0.0.BT-Settl.spec.7,6000,3,0,0
lte060.0-3.5-0.0a+0.0.BT-Settl.spec.7,6000,3.5,0,0
lte060.0-4.0-0.0a+0.0.BT-Settl.spec.7,6000,4,0,0
lte060.0-4.5-0.0a+0.0.BT-Settl.spec.7,6000,4.5,0,0
lte060.0-5.0-0.0a+0.0.BT-Settl.spec.7,6000,5,0,0
lte060.0-5.5-0.0a+0.0.BT-Settl.spec.7,6000,5.5,0,0
