teff,logg,M_H,en
4300,5.0,0.0,0.0
4300,5.0,0.0,0.2
4300,5.0,0.5,0.0
4300,5.5,-2.5,0.4
4300,5.5,-2.0,0.4
4300,5.5,-1.5,0.4
4300,5.5,-1.0,0.4
4300,5.5,-0.5,0.2
4300,5.5,0.0,0.0
4300,5.5,0.0,0.2
4300,5.5,0.5,0.0
4300,6.0,-1.0,0.4
4300,6.0,-0.5,0.2
4300,6.0,0.0,0.0
4400,0.5,0.0,0.0
4400,1.0,0.0,0.0
4400,1.5,0.0,0.0
4400,2.0,0.0,0.0
4400,2.5,-1.0,0.4
4400,2.5,0.0,0.0
4400,3.0,-1.0,0.4
4400,3.0,-0.5,0.2
4400,3.0,0.0,0.0
4400,3.5,-0.5,0.2
4400,3.5,0.0,0.0
4400,4.0,-0.5,0.2
4400,4.0,0.0,0.0
4400,4.5,-2.5,0.4
4400,4.5,-2.0,0.4
4400,4.5,-1.5,0.4
4400,4.5,-1.0,0.4
4400,4.5,-0.5,0.2
4400,4.5,0.0,0.0
4400,5.0,-2.5,0.4
4400,5.0,-2.0,0.4
4400,5.0,-1.5,0.4
4400,5.0,-1.0,0.4
4400,5.0,-0.5,0.2
4400,5.0,0.0,0.0
4400,5.0,0.0,0.2
4400,5.0,0.5,0.0
4400,5.5,-2.5,0.4
4400,5.5,-2.0,0.4
4400,5.5,-1.5,0.4
4400,5.5,-1.0,0.4
4400,5.5,-0.5,0.2
4400,5.5,0.0,0.0
4400,5.5,0.0,0.2
4400,5.5,0.5,0.0
4400,6.0,-1.0,0.4
4400,6.0,-0.5,0.2
4400,6.0,0.0,0.0
4500,0.5,0.0,0.0
4500,1.0,0.0,0.0
4500,1.5,0.0,0.0
4500,2.0,0.0,0.0
4500,2.5,0.0,0.0
4500,3.0,-1.0,0.4
4500,3.0,-0.5,0.2
4500,3.0,0.0,0.0
4500,3.5,-0.5,0.2
4500,3.5,0.0,0.0
4500,4.0,-0.5,0.2
4500,4.0,0.0,0.0
4500,4.5,-2.5,0.4
4500,4.5,-2.0,0.4
4500,4.5,-1.5,0.4
4500,4.5,-1.0,0.4
4500,4.5,-0.5,0.2
4500,4.5,0.0,0.0
4500,5.0,-2.5,0.4
4500,5.0,-2.0,0.4
4500,5.0,-1.5,0.4
4500,5.0,-1.0,0.4
4500,5.0,-0.5,0.2
4500,5.0,0.0,0.0
4500,5.0,0.0,0.2
4500,5.0,0.5,0.0
4500,5.5,-2.5,0.4
4500,5.5,-2.0,0.4
4500,5.5,-1.5,0.4
4500,5.5,-1.0,0.4
4500,5.5,-0.5,0.2
4500,5.5,0.0,0.0
4500,5.5,0.0,0.2
4500,5.5,0.5,0.0
4500,6.0,-1.0,0.4
4500,6.0,-0.5,0.2
4500,6.0,0.0,0.0
4600,0.5,0.0,0.0
4600,1.0,0.0,0.0
4600,1.5,0.0,0.0
4600,2.0,-1.0,0.4
4600,2.0,0.0,0.0
4600,2.5,-1.0,0.4
4600,2.5,0.0,0.0
4600,3.0,-1.0,0.4
4600,3.0,-0.5,0.2
4600,3.0,0.0,0.0
4600,3.5,-0.5,0.2
4600,3.5,0.0,0.0
4600,4.0,-0.5,0.2
4600,4.0,0.0,0.0
4600,4.5,-2.5,0.4
4600,4.5,-2.0,0.4
4600,4.5,-1.5,0.4
4600,4.5,-1.0,0.4
4600,4.5,-0.5,0.2
4600,4.5,0.0,0.0
4600,5.0,-2.5,0.4
4600,5.0,-2.0,0.4
4600,5.0,-1.5,0.4
4600,5.0,-1.0,0.4
4600,5.0,-0.5,0.2
4600,5.0,0.0,0.0
4600,5.0,0.0,0.2
4600,5.0,0.5,0.0
4600,5.5,-2.5,0.4
4600,5.5,-2.0,0.4
4600,5.5,-1.5,0.4
4600,5.5,-1.0,0.4
4600,5.5,-0.5,0.2
4600,5.5,0.0,0.0
4600,5.5,0.0,0.2
4600,5.5,0.5,0.0
4600,6.0,-1.0,0.4
4600,6.0,-0.5,0.2
4600,6.0,0.0,0.0
4700,0.5,0.0,0.0
4700,1.0,0.0,0.0
4700,1.5,0.0,0.0
4700,2.0,0.0,0.0
4700,2.5,0.0,0.0
4700,3.0,-1.0,0.4
4700,3.0,-0.5,0.2
4700,3.0,0.0,0.0
4700,3.5,-0.5,0.2
4700,3.5,0.0,0.0
4700,4.0,-0.5,0.2
4700,4.0,0.0,0.0
4700,4.5,-2.5,0.4
4700,4.5,-2.0,0.4
4700,4.5,-1.5,0.4
4700,4.5,-1.0,0.4
4700,4.5,-0.5,0.2
4700,4.5,0.0,0.0
4700,5.0,-2.5,0.4
4700,5.0,-2.0,0.4
4700,5.0,-1.5,0.4
4700,5.0,-1.0,0.4
4700,5.0,-0.5,0.2
4700,5.0,0.0,0.0
4700,5.0,0.0,0.2
4700,5.0,0.5,0.0
4700,5.5,-2.5,0.4
4700,5.5,-2.0,0.4
4700,5.5,-1.5,0.4
4700,5.5,-1.0,0.4
4700,5.5,-0.5,0.2
4700,5.5,0.0,0.0
4700,5.5,0.0,0.2
4700,5.5,0.5,0.0
4700,6.0,-1.0,0.4
4700,6.0,-0.5,0.2
4700,6.0,0.0,0.0
4800,0.5,0.0,0.0
4800,1.0,0.0,0.0
4800,1.5,0.0,0.0
4800,2.0,-1.0,0.4
4800,2.0,0.0,0.0
4800,2.5,-1.0,0.4
4800,2.5,0.0,0.0
4800,3.0,-1.0,0.4
4800,3.0,-0.5,0.2
4800,3.0,0.0,0.0
4800,3.5,-0.5,0.2
4800,3.5,0.0,0.0
4800,4.0,-0.5,0.2
4800,4.0,0.0,0.0
4800,4.5,-2.5,0.4
4800,4.5,-2.0,0.4
4800,4.5,-1.5,0.4
4800,4.5,-1.0,0.4
4800,4.5,-0.5,0.2
4800,4.5,0.0,0.0
4800,5.0,-2.5,0.4
4800,5.0,-2.0,0.4
4800,5.0,-1.5,0.4
4800,5.0,-1.0,0.4
4800,5.0,-0.5,0.2
4800,5.0,0.0,0.0
4800,5.0,0.0,0.2
4800,5.0,0.5,0.0
4800,5.5,-2.5,0.4
4800,5.5,-2.0,0.4
4800,5.5,-1.5,0.4
4800,5.5,-1.0,0.4
4800,5.5,-0.5,0.2
4800,5.5,0.0,0.0
4800,5.5,0.5,0.0
4800,6.0,-1.0,0.4
4800,6.0,-0.5,0.2
4800,6.0,0.0,0.0
4900,0.5,0.0,0.0
4900,1.0,0.0,0.0
4900,1.5,0.0,0.0
4900,2.0,-1.0,0.4
4900,2.0,0.0,0.0
4900,2.5,0.0,0.0
4900,3.0,-1.0,0.4
4900,3.0,-0.5,0.2
4900,3.0,0.0,0.0
4900,3.5,-0.5,0.2
4900,3.5,0.0,0.0
4900,4.0,-0.5,0.2
4900,4.0,0.0,0.0
4900,4.5,-2.5,0.4
4900,4.5,-2.0,0.4
4900,4.5,-1.5,0.4
4900,4.5,-1.0,0.4
4900,4.5,-0.5,0.2
4900,4.5,0.0,0.0
4900,5.0,-2.5,0.4
4900,5.0,-2.0,0.4
4900,5.0,-1.5,0.4
4900,5.0,-1.0,0.4
4900,5.0,-0.5,0.2
4900,5.0,0.0,0.0
4900,5.0,0.0,0.2
4900,5.0,0.5,0.0
4900,5.5,-2.5,0.4
4900,5.5,-2.0,0.4
4900,5.5,-1.5,0.4
4900,5.5,-1.0,0.4
4900,5.5,-0.5,0.2
4900,5.5,0.0,0.0
4900,5.5,0.0,0.2
4900,5.5,0.5,0.0
4900,6.0,-1.0,0.4
4900,6.0,-0.5,0.2
4900,6.0,0.0,0.0
5000,0.5,0.0,0.0
5000,1.0,0.0,0.0
5000,1.5,0.0,0.0
5000,2.0,0.0,0.0
5000,2.5,0.0,0.0
5000,3.0,-1.0,0.4
5000,3.0,-0.5,0.2
5000,3.0,0.0,0.0
5000,3.5,-0.5,0.2
5000,3.5,0.0,0.0
5000,4.0,-0.5,0.2
5000,4.0,0.0,0.0
5000,4.5,-2.5,0.4
5000,4.5,-2.0,0.4
5000,4.5,-1.5,0.4
5000,4.5,-1.0,0.4
5000,4.5,-0.5,0.2
5000,4.5,0.0,0.0
5000,5.0,-2.5,0.4
5000,5.0,-2.0,0.4
5000,5.0,-1.5,0.4
5000,5.0,-1.0,0.4
5000,5.0,-0.5,0.2
5000,5.0,0.0,0.0
5000,5.0,0.0,0.2
5000,5.0,0.5,0.0
5000,5.5,-2.5,0.4
5000,5.5,-2.0,0.4
5000,5.5,-1.5,0.4
5000,5.5,-1.0,0.4
5000,5.5,-0.5,0.2
5000,5.5,0.0,0.0
5000,5.5,0.0,0.2
5000,5.5,0.5,0.0
5000,6.0,-1.0,0.4
5000,6.0,-0.5,0.2
5000,6.0,0.0,0.0
5100,0.5,0.0,0.0
5100,1.0,0.0,0.0
5100,1.5,0.0,0.0
5100,2.0,-1.0,0.4
5100,2.0,0.0,0.0
5100,2.5,0.0,0.0
5100,3.0,-0.5,0.2
5100,3.0,0.0,0.0
5100,3.5,-0.5,0.2
5100,3.5,0.0,0.0
5100,4.0,-0.5,0.2
5100,4.0,0.0,0.0
5100,4.5,-2.5,0.4
5100,4.5,-2.0,0.4
5100,4.5,-1.0,0.4
5100,4.5,-0.5,0.2
5100,4.5,0.0,0.0
5100,5.0,-2.5,0.4
5100,5.0,-2.0,0.4
5100,5.0,-1.5,0.4
5100,5.0,-1.0,0.4
5100,5.0,-0.5,0.2
5100,5.0,0.0,0.0
5100,5.0,0.0,0.2
5100,5.5,-1.0,0.4
5100,5.5,-0.5,0.2
5100,5.5,0.0,0.0
5100,5.5,0.0,0.2
5100,6.0,-1.0,0.4
5100,6.0,-0.5,0.2
5100,6.0,0.0,0.0
5200,0.5,0.0,0.0
5200,1.0,0.0,0.0
5200,1.5,0.0,0.0
5200,2.0,0.0,0.0
5200,2.5,0.0,0.0
5200,3.0,-0.5,0.2
5200,3.0,0.0,0.0
5200,3.5,-0.5,0.2
5200,3.5,0.0,0.0
5200,4.0,-0.5,0.2
5200,4.0,0.0,0.0
5200,4.5,-2.5,0.4
5200,4.5,-2.0,0.4
5200,4.5,-1.0,0.4
5200,4.5,-0.5,0.2
5200,4.5,0.0,0.0
5200,5.0,-2.5,0.4
5200,5.0,-2.0,0.4
5200,5.0,-1.5,0.4
5200,5.0,-1.0,0.4
5200,5.0,-0.5,0.2
5200,5.0,0.0,0.0
5200,5.0,0.0,0.2
5200,5.5,-1.0,0.4
5200,5.5,-0.5,0.2
5200,5.5,0.0,0.0
5200,5.5,0.0,0.2
5200,6.0,-1.0,0.4
5200,6.0,-0.5,0.2
5200,6.0,0.0,0.0
5300,0.5,0.0,0.0
5300,1.0,0.0,0.0
5300,1.5,0.0,0.0
5300,2.0,0.0,0.0
5300,2.5,0.0,0.0
5300,3.0,-0.5,0.2
5300,3.0,0.0,0.0
5300,3.5,-0.5,0.2
5300,3.5,0.0,0.0
5300,4.0,-0.5,0.2
5300,4.0,0.0,0.0
5300,4.5,-2.5,0.4
5300,4.5,-2.0,0.4
5300,4.5,-1.0,0.4
5300,4.5,-0.5,0.2
5300,4.5,0.0,0.0
5300,5.0,-2.5,0.4
5300,5.0,-2.0,0.4
5300,5.0,-1.5,0.4
5300,5.0,-1.0,0.4
5300,5.0,-0.5,0.2
5300,5.0,0.0,0.0
5300,5.0,0.0,0.2
5300,5.5,-1.0,0.4
5300,5.5,-0.5,0.2
5300,5.5,0.0,0.0
5300,5.5,0.0,0.2
5300,6.0,-1.0,0.4
5300,6.0,-0.5,0.2
5300,6.0,0.0,0.0
5400,0.5,0.0,0.0
5400,1.0,0.0,0.0
5400,1.5,0.0,0.0
5400,2.0,-1.0,0.4
5400,2.0,0.0,0.0
5400,2.5,0.0,0.0
5400,3.0,-0.5,0.2
5400,3.0,0.0,0.0
5400,3.5,-0.5,0.2
5400,3.5,0.0,0.0
5400,4.0,-0.5,0.2
5400,4.0,0.0,0.0
5400,4.5,-2.5,0.4
5400,4.5,-2.0,0.4
5400,4.5,-1.0,0.4
5400,4.5,-0.5,0.2
5400,4.5,0.0,0.0
5400,5.0,-2.5,0.4
5400,5.0,-2.0,0.4
5400,5.0,-1.5,0.4
5400,5.0,-1.0,0.4
5400,5.0,-0.5,0.2
5400,5.0,0.0,0.0
5400,5.0,0.0,0.2
5400,5.5,-1.0,0.4
5400,5.5,-0.5,0.2
5400,5.5,0.0,0.0
5400,5.5,0.0,0.2
5400,6.0,-1.0,0.4
5400,6.0,-0.5,0.2
5400,6.0,0.0,0.0
5500,0.5,0.0,0.0
5500,1.0,0.0,0.0
5500,1.5,0.0,0.0
5500,2.0,0.0,0.0
5500,2.5,0.0,0.0
5500,3.0,-0.5,0.2
5500,3.0,0.0,0.0
5500,3.5,-0.5,0.2
5500,3.5,0.0,0.0
5500,4.0,-0.5,0.2
5500,4.0,0.0,0.0
5500,4.5,-2.5,0.4
5500,4.5,-2.0,0.4
5500,4.5,-1.0,0.4
5500,4.5,-0.5,0.2
5500,4.5,0.0,0.0
5500,5.0,-2.5,0.4
5500,5.0,-2.0,0.4
5500,5.0,-1.5,0.4
5500,5.0,-1.0,0.4
5500,5.0,-0.5,0.2
5500,5.0,0.0,0.0
5500,5.0,0.0,0.2
5500,5.5,-1.0,0.4
5500,5.5,-0.5,0.2
5500,5.5,0.0,0.0
5500,5.5,0.0,0.2
5500,6.0,-1.0,0.4
5500,6.0,-0.5,0.2
5500,6.0,0.0,0.0
5600,0.5,0.0,0.0
5600,1.0,0.0,0.0
5600,1.5,0.0,0.0
5600,2.0,-1.0,0.4
5600,2.0,0.0,0.0
5600,2.5,0.0,0.0
5600,3.0,-0.5,0.2
5600,3.0,0.0,0.0
5600,3.5,-0.5,0.2
5600,3.5,0.0,0.0
5600,4.0,-0.5,0.2
5600,4.0,0.0,0.0
5600,4.5,-2.5,0.4
5600,4.5,-2.0,0.4
5600,4.5,-1.0,0.4
5600,4.5,-0.5,0.2
5600,4.5,0.0,0.0
5600,5.0,-2.5,0.4
5600,5.0,-2.0,0.4
5600,5.0,-1.5,0.4
5600,5.0,-1.0,0.4
5600,5.0,-0.5,0.2
5600,5.0,0.0,0.0
5600,5.0,0.0,0.2
5600,5.5,-1.0,0.4
5600,5.5,-0.5,0.2
5600,5.5,0.0,0.0
5600,5.5,0.0,0.2
5600,6.0,-1.0,0.4
5600,6.0,-0.5,0.2
5600,6.0,0.0,0.0
5700,0.5,0.0,0.0
5700,1.5,0.0,0.0
5700,2.0,0.0,0.0
5700,2.5,0.0,0.0
5700,3.0,-0.5,0.2
5700,3.0,0.0,0.0
5700,3.5,-0.5,0.2
5700,3.5,0.0,0.0
5700,4.0,-0.5,0.2
5700,4.0,0.0,0.0
5700,4.5,-2.5,0.4
5700,4.5,-2.0,0.4
5700,4.5,-1.0,0.4
5700,4.5,-0.5,0.2
5700,4.5,0.0,0.0
5700,5.0,-2.5,0.4
5700,5.0,-2.0,0.4
5700,5.0,-1.5,0.4
5700,5.0,-1.0,0.4
5700,5.0,-0.5,0.2
5700,5.0,0.0,0.0
5700,5.0,0.0,0.2
5700,5.5,-1.0,0.4
5700,5.5,-0.5,0.2
5700,5.5,0.0,0.0
5700,5.5,0.0,0.2
5700,6.0,-1.0,0.4
5700,6.0,-0.5,0.2
5700,6.0,0.0,0.0
5800,0.5,0.0,0.0
5800,1.5,0.0,0.0
5800,2.0,0.0,0.0
5800,2.5,-1.0,0.4
5800,2.5,0.0,0.0
5800,3.0,-0.5,0.2
5800,3.0,0.0,0.0
5800,3.5,-0.5,0.2
5800,3.5,0.0,0.0
5800,4.0,-0.5,0.2
5800,4.0,0.0,0.0
5800,4.5,-2.5,0.4
5800,4.5,-2.0,0.4
5800,4.5,-1.0,0.4
5800,4.5,-0.5,0.2
5800,4.5,0.0,0.0
5800,5.0,-2.5,0.4
5800,5.0,-2.0,0.4
5800,5.0,-1.5,0.4
5800,5.0,-1.0,0.4
5800,5.0,-0.5,0.2
5800,5.0,0.0,0.0
5800,5.0,0.0,0.2
5800,5.5,-1.0,0.4
5800,5.5,-0.5,0.2
5800,5.5,0.0,0.0
5800,5.5,0.0,0.2
5800,6.0,-1.0,0.4
5800,6.0,-0.5,0.2
5800,6.0,0.0,0.0
5900,0.5,0.0,0.0
5900,2.0,0.0,0.0
5900,2.5,0.0,0.0
5900,3.0,-0.5,0.2
5900,3.0,0.0,0.0
5900,3.5,-0.5,0.2
5900,3.5,0.0,0.0
5900,4.0,-0.5,0.2
5900,4.0,0.0,0.0
5900,4.5,-2.5,0.4
5900,4.5,-2.0,0.4
5900,4.5,-1.0,0.4
5900,4.5,-0.5,0.2
5900,4.5,0.0,0.0
5900,5.0,-2.5,0.4
5900,5.0,-2.0,0.4
5900,5.0,-1.5,0.4
5900,5.0,-1.0,0.4
5900,5.0,-0.5,0.2
5900,5.0,0.0,0.0
5900,5.0,0.0,0.2
5900,5.5,-1.0,0.4
5900,5.5,-0.5,0.2
5900,5.5,0.0,0.0
5900,5.5,0.0,0.2
5900,6.0,-1.0,0.4
5900,6.0,-0.5,0.2
5900,6.0,0.0,0.0
6000,0.5,0.0,0.0
6000,1.0,0.0,0.0
6000,1.5,0.0,0.0
6000,2.0,-1.0,0.4
6000,2.0,0.0,0.0
6000,2.5,-1.0,0.4
6000,2.5,0.0,0.0
6000,3.0,-0.5,0.2
6000,3.0,0.0,0.0
6000,3.5,-0.5,0.2
6000,3.5,0.0,0.0
6000,4.0,-0.5,0.2
6000,4.0,0.0,0.0
6000,4.5,-2.5,0.4
6000,4.5,-2.0,0.4
6000,4.5,-1.0,0.4
6000,4.5,-0.5,0.2
6000,4.5,0.0,0.0
6000,5.0,-2.5,0.4
6000,5.0,-2.0,0.4
6000,5.0,-1.5,0.4
6000,5.0,-1.0,0.4
6000,5.0,-0.5,0.2
6000,5.0,0.0,0.0
6000,5.0,0.0,0.2
6000,5.5,-1.0,0.4
6000,5.5,-0.5,0.2
6000,5.5,0.0,0.0
6000,5.5,0.0,0.2
6000,6.0,-1.0,0.4
6000,6.0,-0.5,0.2
6000,6.0,0.0,0.0
6100,0.5,0.0,0.0
6100,1.0,0.0,0.0
6100,1.5,0.0,0.0
6100,2.0,0.0,0.0
6100,2.5,-1.0,0.4
6100,2.5,0.0,0.0
6100,3.0,-0.5,0.2
6100,3.0,0.0,0.0
6100,3.5,-0.5,0.2
6100,3.5,0.0,0.0
6100,4.0,-0.5,0.2
6100,4.0,0.0,0.0
6100,4.5,-2.5,0.4
6100,4.5,-2.0,0.4
6100,4.5,-1.0,0.4
6100,4.5,-0.5,0.2
6100,4.5,0.0,0.0
6100,5.0,-2.5,0.4
6100,5.0,-2.0,0.4
6100,5.0,-1.5,0.4
6100,5.0,-1.0,0.4
6100,5.0,-0.5,0.2
6100,5.0,0.0,0.0
6100,5.0,0.0,0.2
6100,5.5,-1.0,0.4
6100,5.5,-0.5,0.2
6100,5.5,0.0,0.0
6100,5.5,0.0,0.2
6100,6.0,-1.0,0.4
6100,6.0,-0.5,0.2
6100,6.0,0.0,0.0
6200,0.5,0.0,0.0
6200,1.0,0.0,0.0
6200,1.5,0.0,0.0
6200,2.0,0.0,0.0
6200,2.5,-1.0,0.4
6200,2.5,0.0,0.0
6200,3.0,-0.5,0.2
6200,3.0,0.0,0.0
6200,3.5,-0.5,0.2
6200,3.5,0.0,0.0
6200,4.0,-0.5,0.2
6200,4.0,0.0,0.0
6200,4.5,-2.5,0.4
6200,4.5,-2.0,0.4
6200,4.5,-1.0,0.4
6200,4.5,-0.5,0.2
6200,4.5,0.0,0.0
6200,5.0,-2.5,0.4
6200,5.0,-2.0,0.4
6200,5.0,-1.5,0.4
6200,5.0,-1.0,0.4
6200,5.0,-0.5,0.2
6200,5.0,0.0,0.0
6200,5.0,0.0,0.2
6200,5.5,-1.0,0.4
6200,5.5,-0.5,0.2
6200,5.5,0.0,0.0
6200,5.5,0.0,0.2
6200,6.0,-1.0,0.4
6200,6.0,-0.5,0.2
6200,6.0,0.0,0.0
6300,0.5,0.0,0.0
6300,1.0,0.0,0.0
6300,1.5,0.0,0.0
6300,2.0,-1.0,0.4
6300,2.0,0.0,0.0
6300,2.5,-1.0,0.4
6300,2.5,0.0,0.0
6300,3.0,-0.5,0.2
6300,3.0,0.0,0.0
6300,3.5,-0.5,0.2
6300,3.5,0.0,0.0
6300,4.0,-0.5,0.2
6300,4.0,0.0,0.0
6300,4.5,-2.5,0.4
6300,4.5,-2.0,0.4
6300,4.5,-1.0,0.4
6300,4.5,-0.5,0.2
6300,4.5,0.0,0.0
6300,5.0,-2.5,0.4
6300,5.0,-2.0,0.4
6300,5.0,-1.5,0.4
6300,5.0,-1.0,0.4
6300,5.0,-0.5,0.2
6300,5.0,0.0,0.0
6300,5.0,0.0,0.2
6300,5.5,-1.0,0.4
6300,5.5,-0.5,0.2
6300,5.5,0.0,0.0
6300,5.5,0.0,0.2
6300,6.0,-1.0,0.4
6300,6.0,-0.5,0.2
6300,6.0,0.0,0.0
6400,0.5,0.0,0.0
6400,1.0,0.0,0.0
6400,1.5,0.0,0.0
6400,2.0,-1.0,0.4
6400,2.0,0.0,0.0
6400,2.5,-1.0,0.4
6400,2.5,0.0,0.0
6400,3.0,-0.5,0.2
6400,3.0,0.0,0.0
6400,3.5,-0.5,0.2
6400,3.5,0.0,0.0
6400,4.0,-0.5,0.2
6400,4.0,0.0,0.0
6400,4.5,-2.5,0.4
6400,4.5,-2.0,0.4
6400,4.5,-1.0,0.4
6400,4.5,-0.5,0.2
6400,4.5,0.0,0.0
6400,5.0,-2.5,0.4
6400,5.0,-2.0,0.4
6400,5.0,-1.5,0.4
6400,5.0,-1.0,0.4
6400,5.0,-0.5,0.2
6400,5.0,0.0,0.0
6400,5.0,0.0,0.2
6400,5.5,-1.0,0.4
6400,5.5,-0.5,0.2
6400,5.5,0.0,0.0
6400,5.5,0.0,0.2
6400,6.0,-1.0,0.4
6400,6.0,-0.5,0.2
6400,6.0,0.0,0.0
6500,0.5,0.0,0.0
6500,1.0,0.0,0.0
6500,1.5,0.0,0.0
6500,2.0,0.0,0.0
6500,2.5,0.0,0.0
6500,3.0,-0.5,0.2
6500,3.0,0.0,0.0
6500,3.5,-0.5,0.2
6500,3.5,0.0,0.0
6500,4.0,-0.5,0.2
6500,4.0,0.0,0.0
6500,4.5,-2.5,0.4
6500,4.5,-2.0,0.4
6500,4.5,-1.0,0.4
6500,4.5,-0.5,0.2
6500,4.5,0.0,0.0
6500,5.0,-2.5,0.4
6500,5.0,-2.0,0.4
6500,5.0,-1.5,0.4
6500,5.0,-1.0,0.4
6500,5.0,-0.5,0.2
6500,5.0,0.0,0.0
6500,5.0,0.0,0.2
6500,5.5,-1.0,0.4
6500,5.5,-0.5,0.2
6500,5.5,0.0,0.0
6500,5.5,0.0,0.2
6500,6.0,-1.0,0.4
6500,6.0,-0.5,0.2
6500,6.0,0.0,0.0
6600,0.5,0.0,0.0
6600,1.0,0.0,0.0
6600,1.5,0.0,0.0
6600,2.0,0.0,0.0
6600,2.5,0.0,0.0
6600,3.0,-0.5,0.2
6600,3.0,0.0,0.0
6600,3.5,-0.5,0.2
6600,3.5,0.0,0.0
6600,4.0,-0.5,0.2
6600,4.0,0.0,0.0
6600,4.5,-2.5,0.4
6600,4.5,-2.0,0.4
6600,4.5,-1.0,0.4
6600,4.5,-0.5,0.2
6600,4.5,0.0,0.0
6600,5.0,-2.5,0.4
6600,5.0,-2.0,0.4
6600,5.0,-1.5,0.4
6600,5.0,-1.0,0.4
6600,5.0,-0.5,0.2
6600,5.0,0.0,0.0
6600,5.0,0.0,0.2
6600,5.5,-1.0,0.4
6600,5.5,-0.5,0.2
6600,5.5,0.0,0.0
6600,5.5,0.0,0.2
6600,6.0,-1.0,0.4
6600,6.0,-0.5,0.2
6600,6.0,0.0,0.0
6700,0.5,0.0,0.0
6700,1.0,0.0,0.0
6700,1.5,0.0,0.0
6700,2.0,0.0,0.0
6700,2.5,-1.0,0.4
6700,2.5,0.0,0.0
6700,3.0,-0.5,0.2
6700,3.0,0.0,0.0
6700,3.5,-0.5,0.2
6700,3.5,0.0,0.0
6700,4.0,-0.5,0.2
6700,4.0,0.0,0.0
6700,4.5,-2.5,0.4
6700,4.5,-2.0,0.4
6700,4.5,-1.0,0.4
6700,4.5,-0.5,0.2
6700,4.5,0.0,0.0
6700,5.0,-2.5,0.4
6700,5.0,-2.0,0.4
6700,5.0,-1.5,0.4
6700,5.0,-1.0,0.4
6700,5.0,-0.5,0.2
6700,5.0,0.0,0.0
6700,5.0,0.0,0.2
6700,5.5,-1.0,0.4
6700,5.5,-0.5,0.2
6700,5.5,0.0,0.0
6700,5.5,0.0,0.2
6700,6.0,-1.0,0.4
6700,6.0,-0.5,0.2
6700,6.0,0.0,0.0
6800,0.5,0.0,0.0
6800,1.0,0.0,0.0
6800,1.5,0.0,0.0
6800,2.0,-1.0,0.4
6800,2.0,0.0,0.0
6800,2.5,0.0,0.0
6800,3.0,-0.5,0.2
6800,3.0,0.0,0.0
6800,3.5,-0.5,0.2
6800,3.5,0.0,0.0
6800,4.0,-0.5,0.2
6800,4.0,0.0,0.0
6800,4.5,-2.5,0.4
6800,4.5,-2.0,0.4
6800,4.5,-1.0,0.4
6800,4.5,-0.5,0.2
6800,4.5,0.0,0.0
6800,5.0,-2.5,0.4
6800,5.0,-2.0,0.4
6800,5.0,-1.5,0.4
6800,5.0,-1.0,0.4
6800,5.0,-0.5,0.2
6800,5.0,0.0,0.0
6800,5.0,0.0,0.2
6800,5.5,-1.0,0.4
6800,5.5,-0.5,0.2
6800,5.5,0.0,0.0
6800,5.5,0.0,0.2
6800,6.0,-1.0,0.4
6800,6.0,-0.5,0.2
6800,6.0,0.0,0.0
6900,0.5,0.0,0.0
6900,1.0,0.0,0.0
6900,1.5,0.0,0.0
6900,2.0,0.0,0.0
6900,2.5,-1.0,0.4
6900,2.5,0.0,0.0
6900,3.0,-0.5,0.2
6900,3.0,0.0,0.0
6900,3.5,-0.5,0.2
6900,3.5,0.0,0.0
6900,4.0,-0.5,0.2
6900,4.0,0.0,0.0
6900,4.5,-2.5,0.4
6900,4.5,-2.0,0.4
6900,4.5,-1.0,0.4
6900,4.5,-0.5,0.2
6900,4.5,0.0,0.0
6900,5.0,-2.5,0.4
6900,5.0,-2.0,0.4
6900,5.0,-1.5,0.4
6900,5.0,-1.0,0.4
6900,5.0,-0.5,0.2
6900,5.0,0.0,0.0
6900,5.0,0.0,0.2
6900,5.5,-1.0,0.4
6900,5.5,-0.5,0.2
6900,5.5,0.0,0.0
6900,5.5,0.0,0.2
6900,6.0,-1.0,0.4
6900,6.0,-0.5,0.2
6900,6.0,0.0,0.0
7000,0.5,0.0,0.0
7000,1.0,0.0,0.0
7000,1.5,0.0,0.0
7000,2.0,0.0,0.0
7000,2.5,-1.0,0.4
7000,2.5,0.0,0.0
7000,3.0,-0.5,0.2
7000,3.0,0.0,0.0
7000,3.5,-0.5,0.2
7000,3.5,0.0,0.0
7000,4.0,-0.5,0.2
7000,4.0,0.0,0.0
7000,4.5,-2.5,0.4
7000,4.5,-2.0,0.4
7000,4.5,-1.0,0.4
7000,4.5,-0.5,0.2
7000,4.5,0.0,0.0
7000,5.0,-2.5,0.4
7000,5.0,-2.0,0.4
7000,5.0,-1.5,0.4
7000,5.0,-1.0,0.4
7000,5.0,-0.5,0.2
7000,5.0,0.0,0.0
7000,5.0,0.0,0.2
7000,5.5,-1.0,0.4
7000,5.5,-0.5,0.2
7000,5.5,0.0,0.0
7000,5.5,0.0,0.2
7000,6.0,-1.0,0.4
7000,6.0,-0.5,0.2
7000,6.0,0.0,0.0
7100,1.0,0.0,0.0
7200,0.5,0.0,0.0
7200,1.0,0.0,0.0
7200,1.5,0.0,0.0
7200,2.0,0.0,0.0
7200,2.5,0.0,0.0
7200,3.0,0.0,0.0
7200,3.5,0.0,0.0
7200,4.0,0.0,0.0
